,stock_ticker,Year,Sales Turnover,Other Income,Total Income,Total Expenses,Operating profit,Gross Profit,Interest,PBDT,Depreciation,PBT,Tax,Net Profit,Earnings Per Share,Equity,Preference Capital,Reserves,Face Value
3,zeel,MAR'14,"30,756.70","1,845.60","32,602.30","20,442.00","12,160.30","12,088.50",71.80,"12,016.70",0.00,"11,750.20","4,026.90","7,723.30",8.04,960.40,0.00,"18,550.60",1.00
4,zeel,MAR'13,"25,658.80","1,189.70","26,848.50","17,036.00","9,812.50","9,799.20",13.30,"9,785.90",0.00,"9,518.90","3,112.00","6,406.90",6.72,954.00,0.00,"32,574.10",1.00
0,ibulhsgfin,MAR'17,"1,00,317.00","12,854.60","1,13,172.00","13,009.20","1,00,162.00","37,014.90","63,147.50","-26,132.60",0.00,"36,807.80","8,384.00","28,423.80",67.28,847.71,0.00,"1,17,841.00",2.00
1,ibulhsgfin,MAR'16,"79,329.30","9,089.87","88,419.20","9,269.12","79,150.10","30,726.00","48,424.10","-17,698.10",0.00,"30,532.30","7,591.02","22,941.20",58.55,842.58,0.00,"1,04,196.00",2.00
2,ibulhsgfin,MAR'15,"62,477.20","9,096.29","71,573.50","7,626.75","63,946.80","25,511.70","38,435.00","-12,923.30",0.00,"25,331.60","5,549.35","19,782.30",57.18,711.13,0.00,"64,211.00",2.00
3,ibulhsgfin,MAR'14,"52,241.10","5,313.50","57,554.60","6,147.67","51,406.90","19,084.40","32,322.50","-13,238.10",0.00,"19,007.90","3,907.89","15,100.00",45.20,668.09,0.00,"54,003.60",2.00
4,ibulhsgfin,MAR'13,"46,580.60",481.37,"47,062.00","4,892.89","42,169.10","16,133.30","26,035.80","-9,902.50",0.00,"16,041.20","3,762.10","12,279.10",196.46,625.02,0.00,"47,637.20",10.00
0,hindalco,MAR'17,"3,93,831.00","10,051.70","4,03,883.00","3,45,696.00","58,186.90","35,807.10","23,228.70","12,578.40",0.00,"21,527.40","5,963.50","15,568.90",7.56,"2,227.20",0.00,0.00,1.00
1,hindalco,MAR'16,"3,43,177.00","10,662.10","3,53,839.00","3,09,995.00","43,843.70","20,096.10","23,747.60","-3,651.50",0.00,"7,326.10","1,253.60","6,072.50",2.94,"2,065.20",0.00,"3,68,614.00",1.00
2,hindalco,MAR'15,"3,45,250.00","8,822.10","3,54,072.00","3,11,085.00","42,987.30","20,839.40","16,370.90","4,468.50",0.00,"12,469.10","3,217.50","9,251.60",4.48,"2,065.20",0.00,0.00,1.00
3,hindalco,MAR'14,"2,78,509.00","11,244.20","2,89,754.00","2,53,590.00","36,163.00","25,086.70","7,116.50","17,970.20",0.00,"16,853.80","2,720.50","14,133.30",6.84,"2,064.80",0.00,0.00,1.00
4,hindalco,MAR'13,"2,60,569.00","9,830.90","2,70,400.00","2,38,532.00","31,868.10","27,508.30","4,359.80","23,148.50",0.00,"20,466.30","3,474.30","16,992.00",8.87,"1,914.80",0.00,0.00,1.00
0,lupin,MAR'17,"1,27,532.00",884.70,"1,28,416.00","82,670.30","45,745.90","45,451.70",294.20,"45,157.50",0.00,"41,790.60","10,377.30","31,413.30",69.63,903.20,0.00,"1,46,899.00",2.00
1,lupin,MAR'16,"1,12,801.00","1,938.80","1,14,740.00","72,480.10","42,259.40","42,111.60",147.80,"41,963.80",0.00,"39,055.50","10,204.80","28,850.70",64.10,901.20,0.00,"1,15,025.00",2.00
2,lupin,MAR'15,"97,524.70","1,806.30","99,331.00","63,792.20","35,538.80","35,489.80",49.00,"35,440.80",0.00,"32,121.90","8,148.40","23,973.50",53.41,899.00,0.00,"89,378.40",2.00
3,lupin,MAR'14,"89,393.80","4,153.80","93,547.60","60,270.50","33,277.10","33,067.20",209.90,"32,857.30",0.00,"31,390.90","8,148.70","23,242.20",51.83,896.80,0.00,"68,893.60",2.00
4,lupin,MAR'13,"71,225.10",233.10,"71,458.20","52,385.90","19,072.30","18,739.50",332.80,"18,406.70",0.00,"17,238.10","4,633.80","12,604.30",28.16,895.10,0.00,"47,572.00",2.00
0,cipla,MAR'17,"1,09,746.00","1,298.50","1,11,044.00","93,783.20","17,261.10","16,869.10",392.00,"16,477.10",0.00,"11,869.40","2,120.00","9,749.40",12.13,"1,609.00",0.00,0.00,2.00
1,cipla,MAR'16,"1,20,341.00","2,591.40","1,22,932.00","99,803.40","23,128.60","21,803.40","1,325.20","20,478.20",0.00,"17,395.30","3,415.00","13,980.30",17.41,"1,606.80",0.00,"1,21,696.00",2.00
2,cipla,MAR'15,"1,01,318.00","1,479.10","1,02,797.00","81,704.70","21,092.20","19,731.70","1,360.50","18,371.20",0.00,"15,399.70","3,588.80","11,810.90",14.71,"1,605.90",0.00,"1,09,206.00",2.00
3,cipla,MAR'14,"93,802.90","2,802.80","96,605.70","73,907.60","22,698.10","21,419.50","1,278.60","20,140.90",0.00,"18,183.40","4,300.00","13,883.40",17.29,"1,605.80",0.00,0.00,2.00
4,cipla,MAR'13,"82,024.20","2,291.30","84,315.50","60,832.80","23,482.70","23,148.90",333.80,"22,815.10",0.00,"20,118.60","5,047.50","15,071.10",18.77,"1,605.80",0.00,"86,999.70",2.00
0,auropharma,MAR'17,"97,812.10","1,359.50","99,171.60","74,072.60","25,099.00","24,647.40",451.60,"24,195.80",0.00,"21,785.70","4,718.10","17,067.60",29.16,585.90,0.00,0.00,1.00
1,auropharma,MAR'16,"91,661.80",392.90,"92,054.70","67,371.50","24,683.20","24,030.50",652.70,"23,377.80",0.00,"21,400.50","5,203.80","16,196.70",27.73,585.20,0.00,"67,520.00",1.00
2,auropharma,MAR'15,"80,951.00",423.20,"81,374.20","58,953.50","22,420.70","21,854.90",565.80,"21,289.10",0.00,"19,403.40","4,240.00","15,163.40",52.01,292.00,0.00,"53,303.40",1.00
3,auropharma,MAR'14,"71,107.10",328.70,"71,435.80","53,515.20","17,920.60","17,054.40",866.20,"16,188.20",0.00,"15,194.70","3,473.80","11,720.90",40.24,291.50,0.00,"39,832.40",1.00
4,auropharma,MAR'13,"54,251.00",150.10,"54,401.10","44,670.40","9,730.70","7,345.10","1,147.40","6,197.70",0.00,"5,631.20",671.30,"4,959.90",17.04,291.20,0.00,"29,099.80",1.00
0,techm,MAR'17,"2,31,654.00","8,929.40","2,40,583.00","1,94,936.00","45,647.30","45,009.40",637.90,"44,371.50",0.00,"38,787.30","8,314.00","30,473.30",31.37,"4,867.70",0.00,"1,64,034.00",5.00
1,techm,MAR'16,"2,09,698.00","11,084.30","2,20,782.00","1,75,561.00","45,221.00","44,687.80",533.20,"44,154.60",0.00,"39,233.00","7,033.00","32,200.00",33.40,"4,839.10",0.00,"1,28,641.00",5.00
2,techm,MAR'15,"1,91,626.00","3,246.20","1,94,873.00","1,61,362.00","33,510.40","34,037.50",85.60,"33,951.90",0.00,"29,304.60","6,742.30","22,562.30",23.58,"4,803.90",0.00,"1,06,975.00",5.00
3,techm,MAR'14,"1,62,951.00","3,130.30","1,66,082.00","1,29,765.00","36,316.50","36,648.20",770.80,"35,877.40",0.00,"32,378.40","5,523.70","26,854.70",115.02,"2,334.70",0.00,"86,168.80",10.00
4,techm,MAR'13,"60,018.90",339.50,"60,358.40","49,681.00","10,677.40","9,742.30",935.10,"8,807.20",0.00,"8,172.20","1,647.00","6,525.20",50.93,"1,281.20",0.00,"37,692.10",10.00
0,drreddy,MAR'17,"97,198.00","5,912.00","1,03,110.00","79,742.00","23,368.00","22,796.00",572.00,"22,224.00",0.00,"15,445.00","1,604.00","13,841.00",83.05,829.00,0.00,"1,15,177.00",5.00
1,drreddy,MAR'16,"1,02,077.00","2,448.00","1,04,525.00","78,037.00","26,488.00","22,291.00",638.00,"21,653.00",0.00,"15,800.00","2,255.00","13,545.00",79.42,853.00,0.00,"1,15,201.00",5.00
2,drreddy,MAR'15,"1,00,109.00","2,228.50","1,02,338.00","76,199.40","26,138.50","25,500.50",638.00,"24,862.50",0.00,"20,598.20","3,804.70","16,793.50",98.60,851.90,0.00,"1,05,485.00",5.00
3,drreddy,MAR'14,"97,280.50","1,514.60","98,795.10","69,663.10","29,132.00","28,348.90",783.10,"27,565.80",0.00,"24,543.90","5,215.50","19,328.40",113.63,850.50,0.00,"92,437.70",5.00
4,drreddy,MAR'13,"84,340.10","1,417.10","85,757.20","64,483.40","21,273.80","20,659.80",614.00,"20,045.80",0.00,"17,531.30","4,876.60","12,654.70",74.51,849.20,0.00,"75,275.10",5.00
0,bankbaroda,MAR'17,"4,21,999.00","67,580.60","4,89,580.00","92,964.00","1,09,751.00",0.00,"2,86,865.00","-2,86,865.00",0.00,"24,726.90","10,895.60","13,831.30",6.00,"4,620.90",0.00,"3,62,652.00",2.00
1,bankbaroda,MAR'16,"4,40,613.00","49,988.60","4,90,601.00","89,231.30","88,155.70","-66,980.80","3,13,214.00","-3,80,194.80",0.00,"-66,980.80","-13,025.30","-53,955.50",-23.89,"4,620.90",0.00,"3,56,107.00",2.00
2,bankbaroda,MAR'15,"4,29,636.00","44,020.00","4,73,656.00","76,741.30","99,151.00",0.00,"2,97,763.00","-2,97,763.00",0.00,"54,206.00","20,221.70","33,984.30",15.83,"4,435.60",0.00,"3,84,045.00",2.00
3,bankbaroda,MAR'14,"3,89,397.00","44,627.40","4,34,024.00","70,748.70","93,532.20","54,973.10","2,69,744.00","-2,14,770.90",0.00,"54,973.10","9,562.30","45,410.80",107.38,"4,306.80",0.00,"3,45,024.00",10.00
4,bankbaroda,MAR'13,"3,51,966.00","36,306.30","3,88,273.00","58,721.10","90,737.80","48,312.30","2,38,814.00","-1,90,501.70",0.00,"48,312.30","3,505.10","44,807.20",108.84,"4,225.20",0.00,"3,04,427.00",10.00
0,accltd,DEC'16,"1,11,583.00","1,127.10","1,12,710.00","97,413.40","15,297.10","14,140.30",728.70,"13,411.60",0.00,"8,088.70","2,064.70","6,024.00",32.08,"1,879.90",0.00,"84,734.50",10.00
1,accltd,DEC'15,"1,17,968.00","1,193.50","1,19,162.00","1,02,597.00","16,565.20","14,360.30",673.20,"13,687.10",0.00,"7,839.70","1,924.00","5,915.70",31.51,"1,879.50",0.00,"82,550.90",10.00
2,accltd,DEC'14,"1,17,382.00","2,682.80","1,20,065.00","1,02,310.00","17,755.40","16,927.80",827.60,"16,100.20",0.00,"11,352.00",-330.90,"11,682.90",62.33,"1,879.50",0.00,"80,476.60",10.00
3,accltd,DEC'13,"1,11,689.00","2,237.90","1,13,927.00","95,401.50","18,525.80","18,009.10",516.70,"17,492.40",0.00,"12,269.60","1,312.00","10,957.60",58.30,"1,879.50",0.00,"76,368.90",10.00
4,accltd,DEC'12,"1,13,580.00","2,648.20","1,16,228.00","91,623.80","24,604.00","20,103.70","1,146.50","18,957.20",0.00,"14,514.90","3,903.00","10,611.90",56.46,"1,879.50",0.00,"71,948.50",10.00
0,tatapower,MAR'17,"72,180.60","9,138.30","81,318.90","51,084.20","30,234.70","11,403.40","12,956.80","-1,553.40",0.00,"5,061.30","2,226.80","2,834.50",0.63,"2,705.00",0.00,"1,47,781.00",1.00
1,tatapower,MAR'16,"88,196.50","5,551.30","93,747.80","57,787.30","35,960.50","18,321.70","11,559.90","6,761.80",0.00,"11,665.20","3,949.00","7,716.20",2.36,"2,704.80",0.00,"1,42,392.00",1.00
2,tatapower,MAR'15,"86,776.90","10,246.80","97,023.70","65,639.70","31,384.00","20,909.40","10,474.60","10,434.80",0.00,"15,156.50","5,053.60","10,102.90",3.30,"2,704.80",0.00,"1,39,736.00",1.00
3,tatapower,MAR'14,"86,270.40","6,557.60","92,828.00","63,362.90","29,465.10","20,783.00","8,682.10","12,100.90",0.00,"14,911.60","5,370.80","9,540.80",4.02,"2,373.30",0.00,"1,14,240.00",1.00
4,tatapower,MAR'13,"95,672.80","7,216.70","1,02,890.00","75,432.20","27,457.30","20,674.80","6,782.50","13,892.30",0.00,"17,033.80","6,786.90","10,246.90",4.32,"2,373.30",0.00,"1,08,035.00",1.00
