,high_price,low_price,open_price,total_traded_quantity,turnover,label
695,"1,500.00","1,476.20","1,495.00","3,73,023","5,549.74","1,493.55"
696,"1,520.00","1,497.00","1,509.00","4,66,456","7,035.18","1,505.05"
697,"1,514.95","1,486.00","1,490.00","4,00,791","6,048.04","1,509.00"
698,"1,499.65","1,468.80","1,490.00","2,33,042","3,464.63","1,495.35"
699,"1,522.00","1,474.00","1,503.10","3,53,065","5,288.33","1,483.00"
700,"1,528.70","1,503.60","1,528.00","3,14,164","4,762.00","1,512.65"
701,"1,541.50","1,518.00","1,539.00","2,70,001","4,132.36","1,534.25"
702,"1,540.00","1,518.00","1,525.10","3,24,500","4,966.39","1,532.05"
703,"1,552.20","1,521.30","1,536.00","3,50,368","5,383.42","1,532.25"
704,"1,560.50","1,527.00","1,547.10","3,85,722","5,944.07","1,545.10"
705,"1,556.80","1,522.10","1,537.00","3,37,481","5,205.76","1,549.65"
706,"1,544.00","1,511.90","1,532.90","2,74,458","4,183.55","1,521.75"
707,"1,549.80","1,511.00","1,545.10","3,72,132","5,663.94","1,525.45"
708,"1,564.65","1,540.65","1,560.00","4,68,497","7,281.41","1,546.75"
709,"1,561.05","1,495.00","1,495.00","6,17,386","9,508.47","1,551.90"
710,"1,518.95","1,495.25","1,495.25","2,11,600","3,184.03","1,499.55"
711,"1,506.80","1,487.00","1,505.00","1,90,831","2,856.33","1,492.55"
712,"1,509.90","1,481.15","1,499.80","2,28,053","3,417.24","1,502.75"
713,"1,531.10","1,473.25","1,531.10","3,90,276","5,842.85","1,491.40"
714,"1,547.90","1,513.15","1,520.40","5,62,698","8,604.34","1,531.70"
715,"1,530.50","1,510.00","1,526.00","2,20,001","3,341.93","1,520.40"
716,"1,536.00","1,515.15","1,525.00","4,39,918","6,708.08","1,525.60"
717,"1,549.75","1,518.20","1,529.15","4,11,276","6,288.04","1,525.40"
718,"1,538.70","1,499.10","1,518.00","5,24,770","7,957.90","1,523.95"
719,"1,516.80","1,471.95","1,479.80","2,63,813","3,955.35","1,508.65"
720,"1,486.00","1,453.00","1,453.00","1,80,880","2,660.60","1,480.85"
721,"1,483.00","1,440.00","1,460.00","2,33,512","3,412.03","1,452.40"
722,"1,473.50","1,445.50","1,447.80","2,29,909","3,358.40","1,464.65"
723,"1,456.35","1,438.30","1,449.40","1,50,882","2,186.57","1,447.95"
724,"1,464.90","1,432.50","1,460.00","2,50,909","3,628.72","1,439.65"
725,"1,488.70","1,432.00","1,442.90","6,86,373","10,033.97","1,473.75"
726,"1,448.00","1,421.15","1,440.00","3,33,455","4,780.97","1,431.20"
727,"1,451.15","1,375.15","1,376.00","4,34,006","6,141.29","1,441.50"
728,"1,390.70","1,358.05","1,380.00","3,13,771","4,301.41","1,374.50"
729,"1,394.90","1,370.00","1,385.00","8,29,098","11,455.98","1,375.55"
730,"1,418.50","1,388.60","1,401.05","5,48,941","7,694.31","1,395.90"
731,"1,411.95","1,388.20","1,401.80","3,54,600","4,975.30","1,409.25"
732,"1,437.90","1,393.05","1,429.00","2,79,895","3,936.48","1,402.85"
733,"1,469.00","1,429.95","1,464.90","1,69,289","2,453.17","1,440.00"
734,"1,473.40","1,429.00","1,455.40","4,68,613","6,790.93","1,463.45"
735,"1,498.00","1,450.50","1,493.25","1,56,358","2,290.22","1,453.85"
736,"1,500.00","1,475.00","1,490.00","1,35,486","2,019.05","1,489.05"
737,"1,494.90","1,445.00","1,455.50","2,44,009","3,615.25","1,483.75"
738,"1,479.00","1,450.00","1,478.00","1,19,965","1,753.11","1,461.20"
739,"1,479.50","1,437.10","1,438.00","2,44,439","3,583.50","1,477.00"
740,"1,446.85","1,411.00","1,422.25","1,91,690","2,734.23","1,435.60"
741,"1,426.00","1,397.20","1,405.00","3,02,030","4,271.77","1,419.65"
742,"1,429.00","1,395.10","1,416.25","2,11,513","2,981.88","1,398.30"
743,"1,461.80","1,411.50","1,456.50","2,48,804","3,566.25","1,424.70"
744,"1,487.80","1,411.00","1,435.10","2,99,862","4,356.94","1,458.50"
745,"1,448.00","1,395.00","1,422.00","3,14,118","4,496.68","1,435.55"
746,"1,467.00","1,401.10","1,450.00","2,53,721","3,631.97","1,418.55"
747,"1,467.00","1,445.00","1,447.90","1,96,051","2,850.16","1,450.85"
748,"1,487.50","1,421.10","1,476.15","1,79,421","2,617.08","1,450.95"
749,"1,514.95","1,476.00","1,500.00","1,44,786","2,152.52","1,480.05"
750,"1,503.65","1,471.60","1,485.10","2,94,391","4,400.52","1,498.40"
751,"1,486.80","1,460.35","1,471.00","2,08,998","3,088.21","1,480.60"
752,"1,484.50","1,428.00","1,428.00","2,27,041","3,301.66","1,469.25"
753,"1,472.10","1,424.00","1,453.10","1,66,024","2,389.96","1,429.70"
754,"1,479.80","1,435.00","1,479.80","2,81,676","4,097.73","1,450.05"
755,"1,477.40","1,457.00","1,470.00","1,69,257","2,487.83","1,469.95"
756,"1,485.00","1,460.00","1,482.00","2,75,321","4,054.01","1,472.00"
757,"1,477.00","1,425.00","1,425.15","3,05,598","4,441.66","1,471.00"
758,"1,465.30","1,427.35","1,443.00","2,01,598","2,912.67","1,438.60"
759,"1,499.00","1,448.05","1,478.50","1,62,784","2,388.18","1,455.05"
760,"1,520.00","1,466.00","1,501.10","4,48,226","6,737.37","1,475.20"
761,"1,511.00","1,467.75","1,486.40","5,33,887","7,989.19","1,499.80"
762,"1,493.00","1,438.00","1,474.00","3,10,812","4,560.17","1,486.30"
763,"1,506.00","1,458.55","1,470.75","2,80,837","4,172.32","1,474.75"
764,"1,489.80","1,466.05","1,483.00","2,26,059","3,344.38","1,477.00"
765,"1,514.00","1,468.50","1,510.00","2,51,884","3,750.83","1,484.10"
766,"1,515.45","1,476.05","1,514.80","6,50,780","9,743.54","1,499.55"
767,"1,525.50","1,441.10","1,444.00","8,32,082","12,536.51","1,507.10"
768,"1,448.50","1,424.65","1,446.00","3,06,628","4,401.19","1,438.90"
769,"1,459.65","1,428.00","1,428.00","5,44,132","7,856.56","1,439.25"
770,"1,436.40","1,410.00","1,420.00","2,34,062","3,330.02","1,422.70"
771,"1,429.50","1,384.05","1,390.00","3,89,987","5,501.40","1,417.05"
772,"1,388.80","1,332.80","1,347.70","2,80,346","3,812.87","1,382.40"
773,"1,365.95","1,321.10","1,362.00","4,33,042","5,823.81","1,337.00"
774,"1,407.35","1,352.05","1,394.00","4,26,725","5,895.90","1,362.30"
775,"1,398.00","1,331.05","1,337.00","4,22,121","5,818.57","1,381.25"
776,"1,357.80","1,312.15","1,348.05","1,90,906","2,538.53","1,330.55"
777,"1,433.50","1,311.85","1,381.00","15,80,507","21,991.33","1,348.45"
778,"1,400.00","1,370.30","1,386.00","5,41,425","7,490.91","1,380.10"
779,"1,408.00","1,361.00","1,399.00","3,19,755","4,439.62","1,389.40"
780,"1,439.95","1,372.00","1,423.00","3,64,909","5,091.81","1,380.45"
781,"1,458.70","1,415.50","1,458.70","2,29,930","3,279.42","1,422.00"
782,"1,453.60","1,410.20","1,437.00","8,35,308","12,000.06","1,442.45"
783,"1,459.90","1,382.05","1,395.00","7,90,658","11,313.63","1,430.15"
784,"1,399.00","1,359.05","1,381.20","2,71,826","3,753.85","1,377.10"
785,"1,398.70","1,371.00","1,389.80","3,18,008","4,407.11","1,388.05"
786,"1,419.00","1,360.10","1,360.10","5,29,280","7,374.98","1,390.15"
787,"1,368.90","1,342.30","1,342.50","2,70,023","3,654.89","1,353.50"
788,"1,347.45","1,265.05","1,267.95","3,05,740","4,028.50","1,341.10"
789,"1,290.00","1,261.10","1,275.25","2,22,403","2,828.27","1,269.70"
790,"1,296.85","1,267.05","1,282.15","3,98,838","5,109.01","1,271.70"
791,"1,305.00","1,275.00","1,282.15","3,58,303","4,635.24","1,291.35"
792,"1,287.25","1,265.20","1,285.75","2,52,303","3,211.09","1,277.00"
793,"1,305.00","1,280.00","1,296.15","1,38,497","1,782.34","1,285.75"
794,"1,316.90","1,282.70","1,300.05","3,66,408","4,738.64","1,293.00"
795,"1,310.00","1,277.00","1,290.00","3,86,817","5,017.78","1,300.30"
796,"1,307.00","1,277.20","1,300.10","3,60,527","4,641.32","1,287.05"
797,"1,341.10","1,288.15","1,340.10","6,29,939","8,220.90","1,310.25"
798,"1,356.60","1,316.60","1,334.00","8,67,755","11,602.96","1,347.05"
799,"1,358.20","1,327.05","1,352.30","2,12,152","2,837.66","1,336.65"
800,"1,369.00","1,335.20","1,359.85","294,750","3,973.76","1,350.80"
801,"1,368.40","1,318.10","1,333.25","3,67,054","4,945.07","1,358.35"
802,"1,371.00","1,326.20","1,361.80","3,39,494","4,589.25","1,331.85"
803,"1,397.00","1,356.30","1,392.05","1,14,342","1,565.48","1,361.80"
804,"1,399.00","1,371.00","1,385.50","1,69,388","2,354.84","1,391.50"
805,"1,403.00","1,360.10","1,376.40","4,12,481","5,715.43","1,389.25"
806,"1,389.50","1,366.00","1,384.80","4,33,478","5,964.29","1,373.15"
807,"1,391.90","1,371.00","1,372.80","2,82,548","3,901.35","1,379.30"
808,"1,374.70","1,336.50","1,351.00","3,05,676","4,158.35","1,365.35"
809,"1,369.80","1,348.65","1,369.80","3,97,566","5,388.76","1,351.15"
810,"1,396.30","1,345.80","1,394.90","3,02,676","4,144.68","1,359.95"
811,"1,400.00","1,371.50","1,400.00","2,78,127","3,847.69","1,389.10"
812,"1,407.00","1,361.00","1,361.00","3,20,327","4,442.64","1,399.55"
813,"1,372.30","1,308.30","1,315.95","3,73,979","5,033.55","1,362.40"
814,"1,322.10","1,281.30","1,294.00","5,50,384","7,200.32","1,313.10"
815,"1,304.00","1,280.00","1,283.50","2,86,362","3,709.95","1,293.45"
816,"1,290.20","1,266.40","1,283.70","1,35,680","1,730.78","1,271.05"
817,"1,294.00","1,250.00","1,254.95","2,72,349","3,486.05","1,282.60"
818,"1,268.90","1,256.85","1,268.90","15,874",200.37,"1,263.90"
819,"1,279.90","1,258.25","1,267.00","2,35,549","2,991.03","1,270.15"
820,"1,287.95","1,254.15","1,283.35","1,71,166","2,169.33","1,260.30"
821,"1,293.90","1,249.55","1,263.50","5,51,692","7,049.88","1,284.50"
822,"1,276.00","1,245.10","1,250.00","2,99,596","3,781.80","1,258.10"
823,"1,255.80","1,217.55","1,245.00","3,01,970","3,739.55","1,248.80"
824,"1,269.55","1,233.30","1,236.95","2,00,002","2,506.09","1,246.85"
825,"1,253.00","1,221.15","1,247.70","2,76,918","3,430.06","1,231.55"
826,"1,282.35","1,237.55","1,268.10","3,70,660","4,673.96","1,251.25"
827,"1,285.30","1,237.95","1,250.10","3,92,791","4,965.05","1,266.90"
828,"1,269.90","1,202.00","1,215.00","6,07,707","7,524.45","1,261.15"
829,"1,218.70","1,161.00","1,169.90","4,53,249","5,399.24","1,212.10"
830,"1,176.75","1,111.60","1,136.10","3,33,862","3,840.49","1,167.30"
831,"1,141.10","1,096.95","1,099.10","2,05,315","2,301.45","1,133.35"
832,"1,113.80","1,094.00","1,103.10","1,47,479","1,625.89","1,099.50"
833,"1,110.00","1,085.00","1,085.00","3,16,402","3,478.81","1,104.90"
834,"1,096.00","1,075.15","1,081.00","2,02,636","2,205.19","1,090.70"
835,"1,087.75","1,073.00","1,073.00","3,00,648","3,254.97","1,083.85"
836,"1,080.40","1,056.45","1,068.00","2,61,977","2,800.88","1,070.10"
837,"1,070.00","1,003.10","1,006.00","3,92,141","4,094.56","1,065.55"
838,"1,023.00","1,002.05","1,023.00","64,873",657.04,"1,007.90"
839,"1,035.00","1,020.00","1,020.00","1,52,027","1,561.49","1,025.80"
840,"1,025.00","1,005.00","1,008.00","1,68,819","1,712.58","1,019.90"
841,"1,018.75","1,002.00","1,010.00","1,14,203","1,152.96","1,010.15"
842,"1,021.65","1,001.75","1,015.80","1,16,476","1,176.13","1,008.85"
843,"1,044.05","1,010.25","1,037.05","1,56,873","1,604.96","1,014.40"
844,"1,055.10","1,035.00","1,055.10","1,05,703","1,100.50","1,037.85"
845,"1,054.00","1,040.35","1,052.50","1,20,995","1,268.52","1,049.80"
846,"1,054.80","1,031.30","1,048.10","2,83,113","2,959.58","1,048.45"
847,"1,055.00","1,006.35","1,016.00","3,63,743","3,754.89","1,046.45"
848,"1,024.90",991.1,"1,000.65","6,65,685","6,736.39","1,018.95"
849,"1,012.50",991.2,"1,001.40","3,21,747","3,234.48","1,001.00"
850,"1,014.40",988.6,988.6,"2,55,339","2,559.57","1,001.10"
851,"1,021.45",998.95,"1,004.05","2,43,550","2,456.97","1,003.90"
852,"1,016.70",982,989.9,"3,13,053","3,129.83","1,010.85"
853,991.7,970.15,980,"3,16,976","3,112.81",982.6
854,"1,005.60",981.45,"1,000.00","1,35,934","1,354.63",988.3
855,999.7,980,985.1,"1,29,917","1,287.68",996.15
856,990.95,976.1,990,"1,64,374","1,619.12",984.2
857,"1,023.70",995.2,"1,020.00","2,71,037","2,722.59",999.45
858,"1,027.70","1,016.05","1,016.05","2,73,061","2,788.15","1,020.00"
859,"1,030.00","1,018.60","1,028.00","1,41,481","1,448.05","1,023.65"
860,"1,037.00","1,023.00","1,034.00","2,22,661","2,297.66","1,031.05"
861,"1,034.00","1,016.55","1,029.00","3,19,564","3,282.40","1,029.85"
862,"1,044.00","1,022.55","1,035.00","1,90,230","1,969.94","1,027.65"
863,"1,048.75","1,028.30","1,031.25","3,00,498","3,123.52","1,032.35"
864,"1,035.90","1,017.00","1,024.00","2,06,666","2,126.46","1,029.35"
865,"1,044.65","1,017.50","1,038.00","2,58,779","2,656.55","1,019.25"
866,"1,043.00","1,026.15","1,034.80","2,80,135","2,899.46","1,037.15"
867,"1,057.90","1,028.20","1,055.00","1,96,254","2,047.57","1,034.25"
868,"1,089.75","1,050.00","1,085.65","2,07,498","2,210.30","1,054.00"
869,"1,098.00","1,077.10","1,080.10","3,09,014","3,357.97","1,083.35"
870,"1,094.20","1,071.20","1,087.60","2,97,558","3,221.90","1,085.20"
871,"1,094.60","1,071.10","1,088.00","1,44,416","1,566.00","1,085.00"
872,"1,094.50","1,081.15","1,086.05","1,86,172","2,024.57","1,088.95"
873,"1,122.15","1,093.00","1,110.10","3,10,453","3,436.20","1,097.60"
874,"1,115.00","1,101.30","1,110.00","66,461",736.59,"1,108.45"
875,"1,111.85","1,095.30","1,099.75","1,52,498","1,684.64","1,108.75"
876,"1,124.00","1,091.95","1,122.15","1,84,622","2,037.93","1,094.50"
877,"1,129.90","1,103.75","1,115.80","2,25,894","2,517.71","1,122.45"
878,"1,124.00","1,101.95","1,117.00","2,62,945","2,923.29","1,110.50"
879,"1,132.00","1,105.00","1,107.00","2,19,208","2,451.97","1,109.65"
880,"1,117.00","1,091.70","1,091.70","1,57,121","1,741.47","1,104.95"
881,"1,099.75","1,069.00","1,081.55","1,75,775","1,904.22","1,097.25"
882,"1,106.50","1,078.20","1,101.00","3,50,502","3,828.87","1,082.25"
883,"1,108.75","1,085.15","1,092.25","1,71,917","1,886.86","1,095.25"
884,"1,098.15","1,081.00","1,090.60","1,62,409","1,770.65","1,090.10"
885,"1,106.90","1,076.40","1,094.80","1,57,724","1,710.48","1,087.35"
886,"1,118.65","1,086.65","1,115.55","2,06,800","2,279.16","1,091.85"
887,"1,133.00","1,112.00","1,130.00","1,70,659","1,908.29","1,120.00"
888,"1,158.75","1,128.70","1,146.00","1,64,033","1,870.88","1,135.65"
889,"1,183.90","1,134.05","1,170.60","2,91,721","3,386.93","1,150.45"
890,"1,175.00","1,125.00","1,140.00","3,63,949","4,166.00","1,166.60"
891,"1,121.50","1,098.70","1,104.00","2,25,381","2,509.60","1,115.95"
892,"1,120.00","1,102.60","1,119.00","1,56,639","1,741.81","1,106.50"
893,"1,107.90","1,092.50","1,096.25","2,41,908","2,661.58","1,101.95"
894,"1,105.85","1,081.30","1,091.95","2,63,745","2,897.76","1,100.45"
895,"1,118.70","1,087.00","1,098.00","2,43,417","2,688.02","1,092.65"
896,"1,099.95","1,067.00","1,067.00","2,72,362","2,964.35","1,096.60"
897,"1,076.00","1,059.95","1,070.00","4,49,425","4,790.32","1,066.80"
898,"1,077.45","1,059.95","1,075.35","1,47,709","1,574.65","1,065.80"
899,"1,094.00","1,062.15","1,077.80","15,73,839","16,901.06","1,068.40"
900,"1,084.00","1,055.00","1,055.00","2,63,470","2,825.25","1,078.65"
901,"1,059.35","1,032.15","1,035.00","3,19,832","3,350.05","1,050.70"
902,"1,066.00","1,022.00","1,054.90","3,28,523","3,438.94","1,030.00"
903,"1,074.00","1,050.55","1,050.55","3,44,163","3,671.51","1,064.85"
904,"1,073.00","1,049.50","1,066.00","2,03,831","2,161.21","1,056.50"
905,"1,071.00","1,042.50","1,053.00","2,63,271","2,782.13","1,065.30"
906,"1,055.00","1,026.20","1,047.20","2,39,436","2,494.32","1,043.90"
907,"1,048.50","1,020.00","1,021.00","2,50,798","2,595.20","1,041.15"
908,"1,059.70","1,016.65","1,049.85","4,51,883","4,660.48","1,022.95"
909,"1,085.00","1,047.00","1,085.00","3,62,241","3,841.82","1,050.10"
910,"1,117.05","1,085.00","1,110.00","2,53,620","2,771.87","1,089.65"
911,"1,128.00","1,101.00","1,110.05","2,62,955","2,937.31","1,116.55"
912,"1,139.00","1,102.65","1,139.00","2,23,796","2,506.00","1,111.65"
913,"1,144.10","1,128.70","1,141.10","1,36,806","1,557.53","1,139.35"
914,"1,146.05","1,140.00","1,141.50","19,097",218.38,"1,143.75"
915,"1,149.45","1,130.00","1,138.00","2,99,782","3,412.40","1,141.65"
916,"1,146.95","1,127.10","1,144.10","5,68,174","6,442.05","1,134.85"
917,"1,166.95","1,138.55","1,152.00","1,80,018","2,075.88","1,149.55"
918,"1,158.05","1,112.20","1,119.90","3,53,171","4,009.11","1,149.95"
919,"1,155.30","1,110.05","1,137.15","2,36,278","2,652.32","1,112.65"
920,"1,147.90","1,132.80","1,143.00","1,42,764","1,628.85","1,136.75"
921,"1,160.00","1,136.25","1,145.15","3,52,058","4,051.50","1,154.45"
922,"1,164.00","1,103.00","1,125.00","8,68,706","9,803.85","1,157.15"
923,"1,142.90","1,130.00","1,137.00","2,63,779","2,997.07","1,136.85"
924,"1,165.00","1,125.00","1,145.00","3,73,736","4,305.80","1,149.60"
925,"1,151.00","1,124.00","1,135.80","3,35,274","3,820.80","1,144.70"
926,"1,143.15","1,123.60","1,132.00","1,68,857","1,911.68","1,129.15"
927,"1,159.90","1,125.50","1,159.90","2,42,594","2,762.01","1,132.10"
928,"1,161.95","1,111.40","1,124.00","2,37,189","2,711.17","1,153.60"
929,"1,146.55","1,115.10","1,140.00","82,059",925.12,"1,127.00"
930,"1,138.70","1,117.50","1,117.50","2,48,990","2,818.09","1,129.85"
931,"1,129.70","1,110.00","1,125.00","6,69,039","7,452.77","1,113.00"
932,"1,142.70","1,116.75","1,125.00","5,28,411","5,971.74","1,128.60"
933,"1,144.00","1,108.20","1,144.00","8,49,974","9,524.74","1,124.15"
934,"1,145.00","1,123.35","1,138.80","2,91,001","3,310.62","1,132.45"
935,"1,144.85","1,102.45","1,109.00","2,47,449","2,799.65","1,139.65"
936,"1,119.25","1,092.00","1,119.25","1,38,825","1,528.78","1,099.40"
937,"1,117.75","1,085.70","1,099.70","1,95,561","2,161.52","1,111.95"
938,"1,115.00","1,093.10","1,100.00","1,73,613","1,913.89","1,099.55"
939,"1,117.75","1,082.35","1,090.00","3,82,724","4,215.43","1,095.30"
940,"1,106.75","1,076.30","1,090.10","2,61,395","2,854.46","1,095.05"
941,"1,125.00","1,086.15","1,100.15","1,83,976","2,039.09","1,098.50"
942,"1,138.00","1,090.30","1,110.15","3,90,593","4,337.26","1,111.15"
943,"1,129.00","1,060.60","1,097.00","3,48,333","3,844.17","1,123.25"
944,"1,131.00","1,076.45","1,088.80","7,08,711","7,780.08","1,097.95"
945,"1,072.70","1,054.00","1,058.15","3,29,771","3,500.92","1,064.90"
946,"1,064.20","1,035.00","1,050.00","4,57,175","4,789.06","1,059.80"
947,"1,070.05","1,031.00","1,062.70","3,00,447","3,159.83","1,044.40"
948,"1,052.00","1,026.45","1,033.00","4,20,328","4,382.83","1,043.70"
949,"1,069.15","1,020.00","1,060.00","2,42,686","2,512.88","1,027.35"
950,"1,059.20","1,018.45","1,025.00","3,28,960","3,422.11","1,053.15"
951,"1,030.00",970.1,971.8,"7,15,347","7,094.65","1,022.55"
952,974.5,930.5,946,"6,81,266","6,542.34",962.3
953,959.9,930,946,"6,15,330","5,823.93",938.7
954,953.55,913.9,925.15,"3,53,115","3,308.77",931.6
955,963.85,927,961.7,"2,90,378","2,733.72",930.5
956,970,941.15,970,"2,91,295","2,778.40",952
957,975.5,933,956.9,"2,82,045","2,690.74",964.1
958,976.3,941,941.2,"4,31,331","4,138.15",958.05
959,952,911.15,935,"7,84,916","7,288.16",944.7
960,"1,005.00",937.95,994,"3,12,985","3,036.30",942.8
961,"1,018.00",995,"1,000.00","2,67,170","2,691.33","1,002.00"
962,"1,007.95",973.6,"1,000.00","2,74,757","2,711.95",989.7
963,"1,020.00",983,995.6,"3,72,984","3,722.16",999.25
964,"1,096.70","1,000.00","1,077.10","3,85,848","4,030.21","1,006.25"
965,"1,111.85","1,070.50","1,110.00","5,78,094","6,278.58","1,075.00"
966,"1,146.00","1,108.25","1,143.30","3,04,385","3,436.18","1,124.50"
967,"1,189.90","1,151.00","1,178.60","2,36,567","2,751.03","1,158.90"
968,"1,195.00","1,151.00","1,157.05","1,76,334","2,068.36","1,189.55"
969,"1,179.95","1,148.10","1,169.80","1,47,042","1,705.70","1,160.80"
970,"1,173.30","1,144.00","1,163.10","1,77,236","2,057.40","1,168.40"
971,"1,178.90","1,155.10","1,155.10","1,64,632","1,916.14","1,161.40"
972,"1,179.60","1,151.00","1,175.00","2,95,889","3,434.38","1,159.95"
973,"1,190.00","1,157.90","1,189.00","5,64,374","6,574.94","1,162.20"
974,"1,205.00","1,170.00","1,179.00","4,61,538","5,482.28","1,187.85"
975,"1,197.20","1,155.65","1,159.80","2,25,592","2,666.57","1,174.90"
976,"1,199.00","1,143.00","1,185.00","10,72,257","12,728.52","1,148.65"
977,"1,189.90","1,140.05","1,171.05","2,99,123","3,467.60","1,173.55"
978,"1,195.95","1,171.00","1,190.00","1,71,158","2,017.56","1,174.35"
979,"1,218.70","1,191.25","1,201.25","89,643","1,075.40","1,194.45"
980,"1,222.40","1,185.00","1,196.10","1,44,561","1,745.10","1,211.90"
981,"1,211.80","1,165.00","1,190.05","7,48,479","8,864.82","1,195.25"
982,"1,242.45","1,211.05","1,241.90","2,48,690","3,062.67","1,230.55"
983,"1,254.40","1,225.10","1,241.00","4,69,551","5,831.15","1,249.00"
984,"1,277.95","1,232.35","1,275.00","1,27,488","1,590.97","1,241.05"
985,"1,284.60","1,261.15","1,275.00","3,49,108","4,424.79","1,275.50"
986,"1,292.95","1,268.90","1,280.00","1,61,723","2,073.86","1,275.35"
987,"1,284.85","1,256.55","1,260.00","2,39,609","3,054.39","1,274.65"
988,"1,262.00","1,218.55","1,218.55","1,05,536","1,322.42","1,257.75"
989,"1,249.40","1,232.45","1,239.50","1,24,649","1,545.19","1,242.05"
990,"1,255.00","1,226.00","1,255.00","2,09,642","2,596.95","1,241.40"
991,"1,269.70","1,244.45","1,264.60","1,62,056","2,035.19","1,250.25"
992,"1,259.60","1,245.00","1,252.00","1,90,543","2,383.39","1,249.90"
993,"1,275.00","1,243.60","1,263.25","1,73,295","2,168.86","1,250.75"
994,"1,260.00","1,218.05","1,232.25","1,54,098","1,912.01","1,256.55"
995,"1,245.85","1,230.55","1,245.10","1,48,224","1,835.24","1,238.45"
996,"1,246.00","1,208.10","1,208.10","8,15,421","10,088.87","1,236.00"
997,"1,234.90","1,195.00","1,225.10","2,52,747","3,054.34","1,204.80"
998,"1,242.10","1,210.35","1,220.00","2,98,612","3,671.86","1,234.30"
999,"1,247.90","1,212.00","1,225.00","2,27,092","2,794.21","1,220.05"
