,Unnamed: 0,date,stock_ticker,Sales Turnover,Other Income,Total Income,Total Expenses,Operating profit,Gross Profit,Interest,PBDT,Tax,Net Profit,Earnings Per Share,Equity,stock_price,nifty_price,stock_price_90d,nifty_price_90d,stock_pc_change,nifty_pc_change,status,Industry
18,18,2016-10-01,ITC,96607.1,4753.5,101361.0,60306.8,41053.8,40946.6,107.2,40839.4,13261.9,25000.3,2.07,12111.6,242.3,8738.099609,241.65,8185.799805,-0.2682624845233205,-6.320594050348745,Outperform,CONSUMER GOODS
19,19,2017-07-01,HDFC,81287.7,129.9,81417.6,3273.1,78144.5,23700.7,54443.8,-30743.1,8030.0,15557.4,9.79,3185.8,1621.65,9615.0,,,,,,FINANCIAL SERVICES
20,20,2017-04-01,HDFC,84534.1,611.0,85145.1,3247.2,81897.9,29518.5,52379.4,-22860.9,8940.0,20442.0,12.15,3177.3,1533.65,9237.849609,1614.95,9520.900391,5.301079124963319,3.0640332326284616,Outperform,FINANCIAL SERVICES
21,21,2017-01-01,HDFC,81337.8,148.3,81486.1,3169.7,78316.4,25454.0,52862.4,-27408.4,8300.0,17012.1,10.6,3170.2,1217.1,8179.5,1533.65,9237.849609,26.00854490181581,12.939050174216039,Outperform,FINANCIAL SERVICES
22,22,2016-10-01,HDFC,80632.1,399.4,81031.5,2857.8,78173.7,25715.1,52458.6,-26743.5,7310.0,18265.0,11.54,3167.9,1425.5,8738.099609,1262.6,8185.799805,-11.427569273938975,-6.320594050348745,Underperform,FINANCIAL SERVICES
23,23,2016-07-01,HDFC,74606.6,9326.7,83933.3,5533.3,78400.0,27138.4,51261.6,-24123.2,8290.0,18707.3,11.79,3164.0,1242.35,8328.349609,1401.4,8591.25,12.802350384352252,3.1566925422522716,Outperform,FINANCIAL SERVICES
24,24,2017-04-01,SBIN,473926.0,103275.0,577201.0,123718.0,160265.0,0.0,293218.0,-293218.0,14715.5,28148.2,3.55,7973.5,293.15,9237.849609,273.65,9520.900391,-6.651884700665189,3.0640332326284616,Underperform,FINANCIAL SERVICES
25,25,2017-01-01,SBIN,439256.0,96619.2,535875.0,118702.0,125433.0,36004.3,291740.0,-255735.7,9904.3,26100.0,3.36,7762.8,243.6,8179.5,293.15,9237.849609,20.340722495894894,12.939050174216039,Outperform,FINANCIAL SERVICES
26,26,2016-10-01,SBIN,423188.0,84241.4,507430.0,116373.0,112243.0,0.0,278814.0,-278814.0,7892.8,25383.2,3.27,7762.8,255.3,8738.099609,250.2,8185.799805,-1.9976498237367888,-6.320594050348745,Outperform,FINANCIAL SERVICES
27,27,2016-07-01,SBIN,415935.0,73350.8,489286.0,105935.0,110539.0,36407.6,272812.0,-236404.4,11198.0,25209.6,3.25,7762.8,219.6,8328.349609,247.25,8591.25,12.591074681238618,3.1566925422522716,Outperform,FINANCIAL SERVICES
28,28,2016-04-01,SBIN,428314.0,106956.0,535270.0,117945.0,141919.0,0.0,275406.0,-275406.0,-2459.6,12638.1,1.64,7762.8,195.65,7713.049805,218.8,8287.75,11.832353692818813,7.451011072526069,Outperform,FINANCIAL SERVICES
29,29,2017-07-01,HINDUNILVR,92220.0,1130.0,93350.0,73560.0,19790.0,19600.0,60.0,19540.0,5630.0,12830.0,5.93,2160.0,1097.75,9615.0,,,,,,CONSUMER GOODS
30,30,2017-04-01,HINDUNILVR,88860.0,830.0,89690.0,72350.0,17340.0,17270.0,60.0,17210.0,4360.0,11830.0,5.47,2160.0,920.65,9237.849609,1079.6,9520.900391,17.264975832292393,3.0640332326284616,Outperform,CONSUMER GOODS
31,31,2017-01-01,HINDUNILVR,77059.8,824.4,77884.2,63505.4,14378.8,15863.7,45.6,15818.1,4482.4,10379.3,4.8,2164.3,825.35,8179.5,920.65,9237.849609,11.546616586902521,12.939050174216039,Underperform,CONSUMER GOODS
32,32,2017-07-01,MARUTI,197774.0,6827.0,204601.0,174462.0,30139.0,29826.0,313.0,29513.0,7423.0,15564.0,51.52,1510.0,7354.0,9615.0,,,,,,AUTOMOBILE
33,33,2017-04-01,MARUTI,207512.0,4449.0,211961.0,181905.0,30056.0,29830.0,226.0,29604.0,5730.0,17090.0,56.57,1510.0,6072.0,9237.849609,7217.6,9520.900391,18.866930171278003,3.0640332326284616,Outperform,AUTOMOBILE
34,34,2017-01-01,MARUTI,168648.0,5919.0,174567.0,143758.0,30809.0,30519.0,290.0,30229.0,6725.0,17445.0,57.75,1510.0,5466.0,8179.5,6072.0,9237.849609,11.086717892425906,12.939050174216039,Underperform,AUTOMOBILE
35,35,2016-10-01,MARUTI,178428.0,8126.0,186554.0,148054.0,38500.0,38303.0,197.0,38106.0,8023.0,23980.0,79.38,1510.0,5681.0,8738.099609,5319.55,8185.799805,-6.362436190811473,-6.320594050348745,Underperform,AUTOMOBILE
36,36,2016-07-01,MARUTI,149273.0,4833.0,154106.0,127116.0,26990.0,26809.0,181.0,26628.0,5558.0,14862.0,49.2,1510.0,4165.4,8328.349609,5438.6,8591.25,30.566092091995987,3.1566925422522716,Outperform,AUTOMOBILE
37,37,2017-07-01,INFY,149710.0,7230.0,156940.0,106350.0,50590.0,50590.0,0.0,50590.0,13010.0,34150.0,14.87,11480.0,951.9,9615.0,,,,,,IT
38,38,2017-04-01,INFY,149200.0,7330.0,156530.0,105340.0,51190.0,51190.0,0.0,51190.0,12210.0,35620.0,15.51,11480.0,1008.8,9237.849609,935.55,9520.900391,-7.261102299762094,3.0640332326284616,Underperform,IT
39,39,2017-01-01,INFY,149490.0,8050.0,157540.0,105320.0,52220.0,52220.0,0.0,52220.0,12840.0,35990.0,15.67,11480.0,1001.1,8179.5,1008.8,9237.849609,0.7691539306762493,12.939050174216039,Underperform,IT
40,40,2016-10-01,INFY,150000.0,7630.0,157630.0,106130.0,51500.0,51500.0,0.0,51500.0,13360.0,34760.0,15.13,11480.0,1038.1,8738.099609,1010.6,8185.799805,-2.649070417108168,-6.320594050348745,Outperform,IT
41,41,2016-07-01,INFY,144200.0,7610.0,151810.0,104020.0,47790.0,47790.0,0.0,47790.0,12800.0,31800.0,13.85,11480.0,1172.4,8328.349609,1029.2,8591.25,-12.214261344251113,3.1566925422522716,Underperform,IT
42,42,2017-07-01,KOTAKBANK,46557.8,9068.8,55626.6,15570.7,15953.6,0.0,24102.3,-24102.3,4788.9,9127.3,4.88,9517.5,948.85,9615.0,,,,,,FINANCIAL SERVICES
43,43,2017-04-01,KOTAKBANK,44320.0,10026.5,54346.5,14620.2,17020.0,0.0,22706.3,-22706.3,4581.5,9764.8,5.31,9204.5,875.95,9237.849609,955.75,9520.900391,9.110109024487693,3.0640332326284616,Outperform,FINANCIAL SERVICES
44,44,2017-01-01,KOTAKBANK,44676.1,9102.2,53778.3,14328.4,15277.0,13356.0,24172.9,-10816.9,4558.4,8797.6,4.79,9196.3,714.8,8179.5,875.95,9237.849609,22.544767767207627,12.939050174216039,Outperform,FINANCIAL SERVICES
45,45,2016-10-01,KOTAKBANK,44124.7,8311.1,52435.8,13863.9,14400.8,12423.2,24171.1,-11747.9,4290.3,8132.9,4.43,9186.4,788.05,8738.099609,719.7,8185.799805,-8.673307531248009,-6.320594050348745,Underperform,FINANCIAL SERVICES
46,46,2016-07-01,KOTAKBANK,43868.5,7331.8,51200.3,13372.5,13150.3,11355.2,24677.5,-13322.3,3935.5,7419.7,4.04,9177.9,753.4,8328.349609,772.6,8591.25,2.5484470400849544,3.1566925422522716,Underperform,FINANCIAL SERVICES
47,47,2017-07-01,ICICIBANK,134591.0,33879.1,168470.0,37944.4,51833.1,0.0,78692.9,-78692.9,5255.7,20490.0,3.2,12827.8,290.05,9615.0,,,,,,FINANCIAL SERVICES
48,48,2017-04-01,ICICIBANK,135685.0,30172.3,165858.0,38673.7,51120.2,0.0,76063.7,-76063.7,1891.6,20246.4,3.48,11651.1,286.7,9237.849609,290.15,9520.900391,1.2033484478548966,3.0640332326284616,Underperform,FINANCIAL SERVICES
49,49,2017-01-01,ICICIBANK,136181.0,39383.1,175564.0,37777.4,55239.2,28112.2,82547.5,-54435.3,3694.0,24418.2,4.2,11643.3,251.95,8179.5,286.7,9237.849609,13.792419130779916,12.939050174216039,Outperform,FINANCIAL SERVICES
50,50,2016-10-01,ICICIBANK,136394.0,91196.8,227591.0,37369.0,106361.0,0.0,83861.1,-83861.1,4511.1,31022.7,5.33,11640.1,256.15,8738.099609,255.3,8185.799805,-0.3318368143665688,-6.320594050348745,Outperform,FINANCIAL SERVICES
51,51,2017-04-01,IOC,1222850.0,20593.4,1243450.0,1178770.0,64679.5,53139.0,11540.5,41598.5,-1357.6,37206.2,7.85,48559.0,381.15,9237.849609,385.2,9520.900391,1.0625737898465202,3.0640332326284616,Underperform,ENERGY
52,52,2017-01-01,IOC,931167.0,7929.1,939096.0,851681.0,87415.2,77448.5,9966.7,67481.8,21958.2,39949.1,8.43,48559.0,327.45,8179.5,381.15,9237.849609,16.39945029775538,12.939050174216039,Outperform,ENERGY
53,53,2016-10-01,IOC,803701.0,8541.3,812242.0,745979.0,66263.5,60116.8,6146.7,53970.1,13849.8,31218.9,6.58,24279.5,603.7,8738.099609,325.05,8185.799805,-46.1570316382309,-6.320594050348745,Underperform,ENERGY
54,54,2016-07-01,IOC,860807.0,4703.0,865510.0,723972.0,141538.0,134738.0,6800.4,127937.6,37698.0,82689.8,34.9,24279.5,474.3,8328.349609,573.5,8591.25,20.91503267973856,3.1566925422522716,Outperform,ENERGY
55,55,2016-04-01,IOC,804496.0,6573.9,811070.0,764053.0,47016.9,36260.1,10681.6,25578.5,9789.3,12356.4,5.09,24279.5,393.05,7713.049805,441.0,8287.75,12.199465716829918,7.451011072526069,Outperform,ENERGY
56,56,2017-07-01,BHARTIARTL,145065.0,516.0,145581.0,96075.0,49506.0,36012.0,13454.0,22558.0,1417.0,2806.0,0.7,19987.0,382.05,9615.0,,,,,,TELECOM
57,57,2017-04-01,BHARTIARTL,142998.0,513.0,143511.0,93198.0,50313.0,-122738.0,7523.0,-130261.0,-4658.0,-150831.0,-37.74,19987.0,341.8,9237.849609,379.7,9520.900391,11.088355763604438,3.0640332326284616,Outperform,TELECOM
58,58,2017-01-01,BHARTIARTL,152396.0,0.0,152396.0,95480.0,56916.0,39814.0,14022.0,25792.0,5579.0,4218.0,1.06,19987.0,311.0,8179.5,341.8,9237.849609,9.903536977491964,12.939050174216039,Underperform,TELECOM
59,59,2016-10-01,BHARTIARTL,164801.0,4049.0,168850.0,98527.0,70323.0,69143.0,0.0,69143.0,6673.0,33081.0,8.28,19987.0,318.7,8738.099609,305.65,8185.799805,-4.094759962347037,-6.320594050348745,Outperform,TELECOM
60,60,2016-07-01,BHARTIARTL,163397.0,501.0,163898.0,97274.0,66624.0,50720.0,12984.0,37736.0,6568.0,14275.0,3.57,19987.0,368.35,8328.349609,315.7,8591.25,-14.29347088367043,3.1566925422522716,Underperform,TELECOM
61,61,2017-04-01,COALINDIA,924.9,133928.0,134852.0,2635.9,132216.0,134542.0,-2325.8,136867.8,111.4,134383.0,21.65,62074.1,295.0,9237.849609,244.25,9520.900391,-17.203389830508474,3.0640332326284616,Underperform,METALS
62,62,2017-01-01,COALINDIA,1002.6,1569.1,2571.7,2453.1,118.6,-346.8,465.4,-812.2,0.0,-390.3,-0.05,62074.1,300.05,8179.5,295.0,9237.849609,-1.6830528245292489,12.939050174216039,Underperform,METALS
63,63,2016-10-01,COALINDIA,812.4,12908.2,13720.6,2452.6,11268.0,11008.2,259.8,10748.4,-9.4,10975.7,1.74,63163.6,327.9,8738.099609,300.0,8185.799805,-8.508691674290937,-6.320594050348745,Underperform,METALS
64,64,2016-07-01,COALINDIA,231.6,1642.7,1874.3,1547.8,326.5,88.2,238.3,-150.1,9.4,36.8,0.01,63163.6,310.1,8328.349609,327.65,8591.25,5.659464688810046,3.1566925422522716,Outperform,METALS
65,65,2016-04-01,COALINDIA,429.1,142152.0,142581.0,1603.9,140977.0,140797.0,179.8,140617.2,1276.2,139501.0,22.08,63163.6,287.0,7713.049805,313.0,8287.75,9.059233449477352,7.451011072526069,Outperform,METALS
66,66,2017-07-01,NTPC,198793.0,6626.1,205419.0,146110.0,59309.8,50353.8,8956.0,41397.8,8472.1,26181.7,3.18,82454.6,156.75,9615.0,,,,,,ENERGY
67,67,2017-04-01,NTPC,204167.0,4701.8,208868.0,145919.0,62949.9,46141.2,8979.2,37162.0,9285.5,20794.0,2.52,82454.6,164.65,9237.849609,158.95,9520.900391,-3.461888855147292,3.0640332326284616,Underperform,ENERGY
68,68,2017-01-01,NTPC,193959.0,2501.7,196461.0,141699.0,54762.0,45671.7,9090.3,36581.4,6131.4,24687.2,3.0,82454.6,164.8,8179.5,164.65,9237.849609,-0.0910194174757316,12.939050174216039,Underperform,ENERGY
69,69,2016-10-01,NTPC,193979.0,1906.2,195886.0,140066.0,55820.0,46921.7,8898.3,38023.4,7620.5,24959.7,3.03,82454.6,150.6,8738.099609,164.75,8185.799805,9.395750332005315,-6.320594050348745,Outperform,ENERGY
70,70,2016-07-01,NTPC,190629.0,1578.9,192208.0,138491.0,53717.4,44713.2,9004.2,35709.0,7066.0,23695.3,2.87,82454.6,156.75,8328.349609,149.45,8591.25,-4.657097288676243,3.1566925422522716,Underperform,ENERGY
71,71,2017-07-01,WIPRO,111528.0,6258.0,117786.0,88300.0,29486.0,28587.0,899.0,27688.0,5807.0,20268.0,4.18,9732.0,259.6,9615.0,,,,,,IT
72,72,2017-04-01,WIPRO,116282.0,6388.0,122670.0,89723.0,32947.0,32703.0,244.0,32459.0,7016.0,23035.0,9.53,4861.0,507.1,9237.849609,258.35,9520.900391,-49.053441135870635,3.0640332326284616,Underperform,IT
73,73,2017-01-01,WIPRO,113783.0,6398.0,120181.0,90215.0,29966.0,28539.0,1427.0,27112.0,6537.0,19185.0,7.94,4861.0,471.55,8179.5,507.1,9237.849609,7.538967235712016,12.939050174216039,Underperform,IT
74,74,2016-10-01,WIPRO,114538.0,6478.0,121016.0,92319.0,28697.0,27744.0,953.0,26791.0,5826.0,19321.0,7.98,4861.0,478.95,8738.099609,474.45,8185.799805,-0.9395552771688068,-6.320594050348745,Outperform,IT
75,75,2016-07-01,WIPRO,115875.0,6435.0,122310.0,92651.0,29659.0,28362.0,1297.0,27065.0,5874.0,20077.0,8.17,4941.0,558.9,8328.349609,472.2,8591.25,-15.512614063338699,3.1566925422522716,Underperform,IT
76,76,2017-07-01,HCLTECH,51790.0,1990.0,53780.0,30670.0,23110.0,23050.0,60.0,22990.0,4120.0,17620.0,12.35,2853.98,838.15,9615.0,,,,,,IT
77,77,2017-04-01,HCLTECH,51144.8,2306.4,53451.2,32768.1,20683.1,20344.7,338.4,20006.3,1534.9,17211.4,12.06,2853.6,866.25,9237.849609,850.9,9520.900391,-1.7720057720057747,3.0640332326284616,Underperform,IT
78,78,2017-01-01,HCLTECH,48892.6,2020.6,50913.2,28780.5,22132.7,22038.4,94.3,21944.1,4188.8,16615.4,11.78,2822.4,828.5,8179.5,866.25,9237.849609,4.556427278213639,12.939050174216039,Underperform,IT
79,79,2016-10-01,HCLTECH,47057.7,2379.6,49437.3,27433.9,22003.4,21978.5,24.9,21953.6,4048.6,16907.2,11.98,2821.8,808.6,8738.099609,827.95,8185.799805,2.3930249814494218,-6.320594050348745,Outperform,IT
80,80,2016-07-01,HCLTECH,46088.0,2992.0,49080.0,25789.3,23290.7,23188.0,102.7,23085.3,4261.5,17992.9,12.76,2821.5,731.7,8328.349609,791.05,8591.25,8.111247779144447,3.1566925422522716,Outperform,IT
81,81,2017-04-01,TATAMOTORS,150924.0,3695.9,154620.0,147277.0,7343.3,-84.9,4545.2,-4630.1,109.3,-8290.4,-2.44,6792.2,470.4,9237.849609,432.55,9520.900391,-8.046343537414959,3.0640332326284616,Underperform,AUTOMOBILE
82,82,2017-01-01,TATAMOTORS,112216.0,939.5,113156.0,111452.0,1704.1,-3026.5,4137.3,-7163.8,143.3,-10459.4,-3.08,6792.2,487.05,8179.5,470.4,9237.849609,-3.4185401909454955,12.939050174216039,Underperform,AUTOMOBILE
83,83,2016-10-01,TATAMOTORS,103224.0,1460.2,104685.0,100163.0,4522.1,1096.5,3727.7,-2631.2,218.4,-6307.6,-1.86,6791.8,540.8,8738.099609,472.0,8185.799805,-12.721893491124256,-6.320594050348745,Underperform,AUTOMOBILE
84,84,2016-07-01,TATAMOTORS,103196.0,6245.5,109441.0,97452.7,11988.3,7501.1,3400.7,4100.4,121.2,257.5,0.16,6791.8,457.9,8328.349609,526.3,8591.25,14.937759336099582,3.1566925422522716,Outperform,AUTOMOBILE
85,85,2016-04-01,TATAMOTORS,125698.0,4600.6,130298.0,116734.0,13564.2,9836.7,3438.3,6398.4,-953.3,4649.9,1.35,6791.8,379.65,7713.049805,459.25,8287.75,20.966679836691693,7.451011072526069,Outperform,AUTOMOBILE
86,86,2017-04-01,SUNPHARMA,20171.7,164.5,20336.2,18378.9,1957.3,1948.4,8.9,1939.5,-64.7,946.3,0.4,2399.3,692.4,9237.849609,555.7,9520.900391,-19.742923165800107,3.0640332326284616,Underperform,PHARMA
87,87,2017-01-01,SUNPHARMA,19352.6,775.5,20128.1,19550.0,578.1,-563.0,1141.1,-1704.1,26.5,-1626.6,-0.7,2399.2,634.05,8179.5,692.4,9237.849609,9.202744263070741,12.939050174216039,Underperform,PHARMA
88,88,2016-10-01,SUNPHARMA,20293.6,2940.0,23233.6,20255.8,2977.8,2905.9,71.9,2834.0,28.8,1845.4,0.8,2406.7,757.05,8738.099609,630.0,8185.799805,-16.782246879334252,-6.320594050348745,Underperform,PHARMA
89,89,2016-07-01,SUNPHARMA,17782.9,1264.1,19047.0,18463.4,583.6,-430.1,1013.7,-1443.8,34.5,-1514.6,-0.6,2406.7,763.35,8328.349609,735.85,8591.25,-3.602541429226436,3.1566925422522716,Underperform,PHARMA
90,90,2016-04-01,SUNPHARMA,18978.8,3495.9,22474.7,19970.8,2503.9,1824.2,679.7,1144.5,7.9,617.1,0.3,2406.6,815.1,7713.049805,763.1,8287.75,-6.379585326953747,7.451011072526069,Underperform,PHARMA
91,91,2017-07-01,AXISBANK,110525.0,29998.1,140523.0,33247.9,42911.6,0.0,64363.5,-64363.5,6436.3,13056.0,5.45,4794.0,517.25,9615.0,,,,,,FINANCIAL SERVICES
92,92,2017-04-01,AXISBANK,111682.0,30131.6,141813.0,33670.2,43747.4,0.0,64395.5,-64395.5,5683.9,12251.0,5.12,4790.1,500.6,9237.849609,517.35,9520.900391,3.345984818218138,3.0640332326284616,Outperform,FINANCIAL SERVICES
93,93,2017-01-01,AXISBANK,111010.0,34002.1,145012.0,30937.1,46402.3,8444.3,67672.7,-59228.4,2648.6,5795.7,2.42,4782.8,447.75,8179.5,500.6,9237.849609,11.803461753210502,12.939050174216039,Underperform,FINANCIAL SERVICES
94,94,2016-10-01,AXISBANK,111591.0,25396.6,136988.0,29533.5,41001.8,4774.4,66452.4,-61678.0,1583.6,3190.8,1.34,4779.5,550.9,8738.099609,449.95,8185.799805,-18.324559811218005,-6.320594050348745,Underperform,FINANCIAL SERVICES
95,95,2016-07-01,AXISBANK,111139.0,27382.8,138522.0,27858.3,44693.7,0.0,65969.8,-65969.8,7966.7,15555.3,6.52,4774.6,542.9,8328.349609,539.3,8591.25,-0.6631055442991385,3.1566925422522716,Underperform,FINANCIAL SERVICES
96,96,2017-04-01,POWERGRID,67120.4,3424.1,70544.5,10935.0,59609.5,44880.2,15558.4,29321.8,5083.3,19163.6,3.66,52315.9,196.2,9237.849609,210.55,9520.900391,7.313965341488289,3.0640332326284616,Outperform,ENERGY
97,97,2017-01-01,POWERGRID,66297.6,1577.5,67875.1,6705.4,61169.7,44659.6,16426.2,28233.4,5706.0,19300.2,3.69,52315.9,183.65,8179.5,196.2,9237.849609,6.833650966512378,12.939050174216039,Underperform,ENERGY
98,98,2016-10-01,POWERGRID,62548.8,2253.2,64802.0,6507.4,58294.6,42376.8,15876.0,26500.8,4888.2,18720.0,3.58,52315.9,181.2,8738.099609,183.5,8185.799805,1.2693156732891897,-6.320594050348745,Outperform,ENERGY
99,99,2016-07-01,POWERGRID,61198.6,1394.4,62593.0,7002.2,55590.8,40409.0,15177.7,25231.3,4818.6,18017.7,3.44,52315.9,165.15,8328.349609,173.4,8591.25,4.995458673932788,3.1566925422522716,Outperform,ENERGY
100,100,2016-04-01,POWERGRID,57600.7,2014.2,59614.9,6662.5,52952.4,38179.0,14773.4,23405.6,4341.2,15990.5,3.06,52315.9,138.3,7713.049805,163.1,8287.75,17.93203181489514,7.451011072526069,Outperform,ENERGY
101,101,2017-07-01,ULTRACEMCO,75202.8,1651.7,76854.5,59602.1,17252.4,15967.5,1284.9,14682.6,3963.4,8906.2,32.44,2745.2,3998.85,9615.0,,,,,,CEMENT & CEMENT PRODUCTS
102,102,2017-07-01,ASIANPAINT,35945.7,861.4,36807.1,29974.9,6832.2,6789.3,42.9,6746.4,2022.3,4009.5,4.18,959.2,1120.25,9615.0,,,,,,CONSUMER GOODS
103,103,2017-04-01,ASIANPAINT,37621.5,849.9,38471.4,31230.2,7241.2,7184.3,56.9,7127.4,2038.3,4408.2,4.6,959.2,1089.85,9237.849609,1102.95,9520.900391,1.2020002752672514,3.0640332326284616,Underperform,CONSUMER GOODS
104,104,2017-01-01,ASIANPAINT,32410.8,523.7,32934.5,25701.5,7233.0,7187.1,45.9,7141.2,2183.2,4258.3,4.44,959.2,904.65,8179.5,1089.85,9237.849609,20.472005748079358,12.939050174216039,Outperform,CONSUMER GOODS
105,105,2016-10-01,ASIANPAINT,31020.1,847.7,31867.8,24707.6,7160.2,7116.2,44.0,7072.2,2032.8,4352.7,4.54,959.2,1193.0,8738.099609,891.05,8185.799805,-25.310142497904447,-6.320594050348745,Underperform,CONSUMER GOODS
106,106,2016-07-01,ASIANPAINT,29837.4,787.7,30625.1,22536.1,8089.0,8047.2,41.8,8005.4,2295.2,5011.8,5.23,959.2,1002.5,8328.349609,1167.35,8591.25,16.443890274314207,3.1566925422522716,Outperform,CONSUMER GOODS
107,107,2017-04-01,BPCL,660232.0,6623.9,666856.0,638110.0,28746.6,27271.5,1475.1,25796.4,3616.3,18416.8,14.04,13112.5,638.4,9237.849609,639.4,9520.900391,0.15664160401002508,3.0640332326284616,Underperform,ENERGY
108,108,2017-01-01,BPCL,535427.0,5510.5,540938.0,502262.0,38675.2,37326.7,1348.5,35978.2,9771.2,22719.4,15.71,14461.7,640.5,8179.5,638.4,9237.849609,-0.32786885245902003,12.939050174216039,Underperform,ENERGY
109,109,2016-10-01,BPCL,446927.0,10223.4,457151.0,433114.0,24037.1,23013.0,1024.1,21988.9,5437.4,13051.8,9.03,14461.7,627.75,8738.099609,635.5,8185.799805,1.2345679012345678,-6.320594050348745,Outperform,ENERGY
110,110,2016-07-01,BPCL,469387.0,3649.0,473036.0,430195.0,42840.9,41729.9,1111.0,40618.9,11210.0,26205.0,18.12,7230.8,1091.95,8328.349609,610.15,8591.25,-44.12289940015569,3.1566925422522716,Underperform,ENERGY
111,111,2016-04-01,BPCL,441971.0,6945.6,448916.0,407075.0,41841.4,39408.0,2433.4,36974.6,9482.0,25490.8,35.25,7230.8,887.25,7713.049805,1072.15,8287.75,20.83967314736547,7.451011072526069,Outperform,ENERGY
112,112,2017-07-01,VEDL,93780.0,5680.0,99460.0,80910.0,18550.0,7520.0,11030.0,-3510.0,120.0,340.0,0.04,3720.0,254.3,9615.0,,,,,,METALS
113,113,2017-04-01,VEDL,116214.0,78997.5,195211.0,96707.5,98503.6,123514.0,10203.6,113310.4,-418.1,117005.0,22.05,2965.0,272.7,9237.849609,249.05,9520.900391,-8.672533920058664,3.0640332326284616,Underperform,METALS
114,114,2017-01-01,VEDL,85408.1,5847.9,91256.0,71652.5,19603.5,9600.4,10003.1,-402.7,12.8,6482.5,2.19,2965.0,220.95,8179.5,272.7,9237.849609,23.421588594704684,12.939050174216039,Outperform,METALS
115,115,2016-10-01,VEDL,66487.3,2181.1,68668.4,58529.1,10139.3,428.1,9711.2,-9283.1,0.0,-2746.5,-0.93,2965.0,178.75,8738.099609,216.15,8185.799805,20.923076923076927,-6.320594050348745,Outperform,METALS
116,116,2016-07-01,VEDL,71436.9,510.4,71947.3,61049.2,10898.1,1824.2,9073.9,-7249.7,0.0,-1197.9,-0.4,2965.0,135.2,8328.349609,168.6,8591.25,24.704142011834325,3.1566925422522716,Outperform,METALS
117,117,2017-07-01,INDUSINDBK,41355.1,11672.6,53027.7,13527.9,15885.3,0.0,23614.5,-23614.5,4420.1,8365.5,13.98,5985.2,1490.95,9615.0,,,,,,FINANCIAL SERVICES
118,118,2017-04-01,INDUSINDBK,38300.1,12113.0,50413.1,13065.2,15722.3,0.0,21625.6,-21625.6,3904.9,7516.1,12.57,5981.5,1403.45,9237.849609,1478.95,9520.900391,5.379600270761339,3.0640332326284616,Outperform,FINANCIAL SERVICES
119,119,2017-01-01,INDUSINDBK,36993.3,10168.0,47161.3,12318.8,13633.4,11464.9,21209.1,-9744.2,3958.5,7506.4,12.57,5974.2,1087.45,8179.5,1403.45,9237.849609,29.058807301485125,12.939050174216039,Outperform,FINANCIAL SERVICES
120,120,2016-10-01,INDUSINDBK,34693.0,9704.2,44397.2,11490.8,12816.5,0.0,20089.9,-20089.9,3635.1,7042.6,11.81,5969.2,1232.9,8738.099609,1107.9,8185.799805,-10.138697380160595,-6.320594050348745,Underperform,FINANCIAL SERVICES
121,121,2016-07-01,INDUSINDBK,32916.9,9729.7,42646.6,10956.0,12337.9,10033.2,19352.7,-9319.5,3419.4,6613.8,11.11,5958.7,1123.35,8328.349609,1197.85,8591.25,6.631949080874173,3.1566925422522716,Outperform,FINANCIAL SERVICES
122,122,2017-04-01,ADANIPORTS,12348.5,6583.5,18932.0,4893.3,14038.7,10655.2,3383.5,7271.7,918.3,8374.9,4.04,4141.9,342.1,9237.849609,363.05,9520.900391,6.123940368313355,3.0640332326284616,Outperform,SERVICES
123,123,2017-01-01,ADANIPORTS,13245.0,2833.6,16078.6,3993.5,12085.1,9445.4,2639.7,6805.7,643.4,7443.4,3.59,4141.9,273.8,8179.5,342.1,9237.849609,24.94521548575603,12.939050174216039,Outperform,SERVICES
124,124,2016-10-01,ADANIPORTS,13018.7,3344.6,16363.3,3115.6,13247.7,10685.7,2562.0,8123.7,185.9,9166.7,4.43,4141.9,264.5,8738.099609,268.45,8185.799805,1.4933837429111487,-6.320594050348745,Outperform,SERVICES
125,125,2016-07-01,ADANIPORTS,10551.6,2720.0,13271.6,3339.2,9932.4,7550.2,2382.2,5168.0,168.4,6028.4,2.91,4141.9,204.3,8328.349609,256.8,8591.25,25.697503671071953,3.1566925422522716,Outperform,SERVICES
126,126,2016-04-01,ADANIPORTS,9456.7,3514.6,12971.3,3482.1,9489.2,7198.0,2291.2,4906.8,342.5,5662.0,2.73,4141.9,242.9,7713.049805,206.85,8287.75,-14.841498559077813,7.451011072526069,Underperform,SERVICES
127,127,2017-04-01,EICHERMOT,21289.0,550.4,21839.4,15378.7,6460.7,6453.9,6.8,6447.1,1908.6,4115.6,151.26,272.1,25543.65,9237.849609,27039.4,9520.900391,5.8556627576716735,3.0640332326284616,Outperform,AUTOMOBILE
128,128,2017-01-01,EICHERMOT,18335.9,589.9,18925.8,12507.7,6418.1,6411.0,7.1,6403.9,1904.3,4151.9,152.63,272.0,22523.95,8179.5,25543.65,9237.849609,13.406618288532874,12.939050174216039,Outperform,AUTOMOBILE
129,129,2016-10-01,EICHERMOT,17624.9,664.6,18289.5,12101.0,6188.5,6181.0,7.5,6173.5,1861.7,3961.6,145.71,272.0,25796.25,8738.099609,21803.05,8185.799805,-15.47976934631972,-6.320594050348745,Underperform,AUTOMOBILE
